"featureFlag","ref","type","minInWorld","baseWeapon","baseMods","supportedAttachments","lootTags","tier","pingCommsAction","fakeAmmoIcon","icon","pickupModel","skinOverride","attachSound","pickupSound_1p","pickupSound_3p","carrySound","pickupString","desc","countPerDrop","inventorySlotCount","netInt","passive","minPVPCurrency","maxPVPCurrency","scrapValue","droppodRotate","conditional","isDynamic"
"","backpack_pickup_lv1","backpack",0,"","","","",1,"PING_EQUIPMENT_BACKPACK_1","","rui/hud/loot/loot_backpack_1","mdl/humans_r5/loot/w_loot_char_backpack_light.rmdl",0,"","survival_loot_pickup_backpack","survival_loot_pickup_3p_backpack","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_BACKPACK_1","#SURVIVAL_PICKUP_BACKPACK_1_HINT",1,1,"","",0,0,10,true,false,false
"","backpack_pickup_lv2","backpack",0,"","","","",2,"PING_EQUIPMENT_BACKPACK_2","","rui/hud/loot/loot_backpack_2","mdl/humans_r5/loot/w_loot_char_backpack_medium.rmdl",0,"","survival_loot_pickup_backpack","survival_loot_pickup_3p_backpack","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_BACKPACK_2","#SURVIVAL_PICKUP_BACKPACK_2_HINT",1,1,"","",0,0,10,true,false,false
"","backpack_pickup_lv3","backpack",0,"","","","",3,"PING_EQUIPMENT_BACKPACK_3","","rui/hud/loot/loot_backpack_3","mdl/humans_r5/loot/w_loot_char_backpack_heavy.rmdl",0,"","survival_loot_pickup_backpack","survival_loot_pickup_3p_backpack","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_BACKPACK_3","#SURVIVAL_PICKUP_BACKPACK_3_HINT",1,1,"","",0,0,20,true,false,false
"!HAS_S3_GOLD_GEAR","backpack_pickup_lv4_all_fast","backpack",0,"","","","",4,"PING_EQUIPMENT_BACKPACK_4","","rui/hud/loot/loot_backpack_3","mdl/humans_r5/loot/w_loot_char_backpack_heavy.rmdl",0,"","survival_loot_pickup_backpack","survival_loot_pickup_3p_backpack","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_BACKPACK_4","#SURVIVAL_PICKUP_BACKPACK_4_HINT",1,1,"","PAS_FAST_HEAL",0,0,20,true,false,false
"HAS_S3_GOLD_GEAR","backpack_pickup_lv4_revive_boost","backpack",0,"","","","",4,"PING_EQUIPMENT_BACKPACK_4","","rui/hud/loot/loot_backpack_3","mdl/humans_r5/loot/w_loot_char_backpack_heavy.rmdl",0,"","survival_loot_pickup_backpack","survival_loot_pickup_3p_backpack","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_BACKPACK_4","#SURVIVAL_PICKUP_BACKPACK_4_HINT",1,1,"","PAS_GUARDIAN_ANGEL",0,0,20,true,false,false
"","mp_weapon_thermite_grenade","ordnance",0,"","","","",1,"PING_OFFHAND_GRENADE_FIRESTAR","","rui/ordnance_icons/grenade_incendiary","mdl/weapons/grenades/w_thermite_grenade.rmdl",0,"","survival_loot_pickup_ArcBlade","survival_loot_pickup_3p_ArcBlade","","","",1,2,"","",0,0,5,true,false,false
"","mp_weapon_frag_grenade","ordnance",0,"","","","",1,"PING_OFFHAND_GRENADE_FRAG","","rui/ordnance_icons/grenade_frag","mdl/weapons/grenades/w_loot_m20_f_grenade_projectile.rmdl",0,"","survival_loot_pickup_ordanance","survival_loot_pickup_3p_ordanance","","","",1,2,"","",0,0,5,false,false,false
"","mp_weapon_grenade_emp","ordnance",0,"","","","",1,"PING_OFFHAND_GRENADE_ARC","","rui/ordnance_icons/grenade_arc","mdl/weapons_r5/loot/w_loot_wep_iso_shuriken.rmdl",0,"","survival_loot_pickup_ArcBlade","survival_loot_pickup_3p_ArcBlade","","","",1,2,"","",0,0,5,true,false,false
"","optic_cq_hcog_classic","attachment",0,"","","","",1,"PING_ATTACHMENT_OPTIC_CQ_HCOG_1","","rui/weapon_icons/attachments/hcog","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_cq_hcog_r1.rmdl",1,"survival_loot_attach_hcog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","optic_cq_hcog_bruiser","attachment",0,"","","","",2,"PING_ATTACHMENT_OPTIC_CQ_HCOG_2","","rui/weapon_icons/attachments/hcog_bruiser","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_cq_hcog_r2.rmdl",2,"survival_loot_attach_hcog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","optic_cq_holosight","attachment",0,"","","","",1,"PING_ATTACHMENT_OPTIC_CQ_HOLOSIGHT_1","","rui/weapon_icons/attachments/holosight","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_cq_holo_var.rmdl",1,"survival_loot_attach_holosight","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","optic_cq_holosight_variable","attachment",0,"","","","",2,"PING_ATTACHMENT_OPTIC_CQ_HOLOSIGHT_2","","rui/weapon_icons/attachments/1x_2x_variable_holosight","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_cq_holo_var_2x.rmdl",2,"survival_loot_attach_holosight","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","optic_cq_threat","attachment",0,"","","","",4,"PING_ATTACHMENT_OPTIC_CQ_THREAT","","rui/weapon_icons/attachments/threat_scope","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_cq_threat.rmdl",3,"survival_loot_attach_threat_scope","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","#SURVIVAL_PICKUP_THREAT_SCOPE_HINT",1,1,"","",0,0,5,false,false,false
"","optic_ranged_hcog","attachment",0,"","","","",3,"PING_ATTACHMENT_OPTIC_RANGED_HCOG","","rui/weapon_icons/attachments/hcog_ranged","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_rng_hcog_acgs.rmdl",3,"survival_loot_attach_hcog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","optic_ranged_aog_variable","attachment",0,"","","","",3,"PING_ATTACHMENT_OPTIC_RANGED_AOG","","rui/weapon_icons/attachments/2x_4x_variable_aog","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_rng_aog_var_r1.rmdl",3,"survival_loot_attach_aog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","optic_sniper","attachment",0,"","","","",2,"PING_ATTACHMENT_OPTIC_SNIPER","","rui/weapon_icons/attachments/4x_sniper","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_sni_dcom.rmdl",3,"survival_loot_attach_aog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","optic_sniper_variable","attachment",0,"","","","",3,"PING_ATTACHMENT_OPTIC_SNIPER_VARIABLE","","rui/weapon_icons/attachments/4x_8x_variable_sniper","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_sni_var_talon.rmdl",3,"survival_loot_attach_aog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","optic_sniper_threat","attachment",0,"","","","",4,"PING_ATTACHMENT_OPTIC_SNIPER_THREAT","","rui/weapon_icons/attachments/8x_threat_sniper","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_sni_threat_wyeon.rmdl",4,"survival_loot_attach_aog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","barrel_stabilizer_l1","attachment",0,"","","","",1,"PING_ATTACHMENT_BARREL_STABILIZER_1","","rui/pilot_loadout/mods/barrel_stabilizer","mdl/weapons_r5/loot/_master/w_loot_wep_mods_suppr_v2b.rmdl",2,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","barrel_stabilizer_l2","attachment",0,"","","","",2,"PING_ATTACHMENT_BARREL_STABILIZER_2","","rui/pilot_loadout/mods/barrel_stabilizer","mdl/weapons_r5/loot/_master/w_loot_wep_mods_suppr_v2b.rmdl",2,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","barrel_stabilizer_l3","attachment",0,"","","","",3,"PING_ATTACHMENT_BARREL_STABILIZER_3","","rui/pilot_loadout/mods/barrel_stabilizer","mdl/weapons_r5/loot/_master/w_loot_wep_mods_suppr_v2b.rmdl",3,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","barrel_stabilizer_l4_flash_hider","attachment",0,"","","","",4,"PING_ATTACHMENT_BARREL_STABILIZER_4_FLASH_HIDER","","rui/pilot_loadout/mods/barrel_flash","mdl/weapons_r5/loot/_master/w_loot_wep_mods_suppr_v1b.rmdl",0,"survival_loot_attach_silencer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,false,false,false
"","bullets_mag_l1","attachment",0,"","","","",1,"PING_ATTACHMENT_MAG_BULLET_1","","rui/pilot_loadout/mods/light_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v1b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","bullets_mag_l2","attachment",0,"","","","",2,"PING_ATTACHMENT_MAG_BULLET_2","","rui/pilot_loadout/mods/light_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v1b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","bullets_mag_l3","attachment",0,"","","","",3,"PING_ATTACHMENT_MAG_BULLET_3","","rui/pilot_loadout/mods/light_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v1b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","highcal_mag_l1","attachment",0,"","","","",1,"PING_ATTACHMENT_MAG_HIGHCAL_1","","rui/pilot_loadout/mods/heavy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v2b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","highcal_mag_l2","attachment",0,"","","","",2,"PING_ATTACHMENT_MAG_HIGHCAL_2","","rui/pilot_loadout/mods/heavy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v2b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","highcal_mag_l3","attachment",0,"","","","",3,"PING_ATTACHMENT_MAG_HIGHCAL_3","","rui/pilot_loadout/mods/heavy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v2b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"HAS_ENERGY_MAGS","energy_mag_l1","attachment",0,"","","","",1,"PING_ATTACHMENT_MAG_ENERGY_1","","rui/pilot_loadout/mods/energy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_energy_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"HAS_ENERGY_MAGS","energy_mag_l2","attachment",0,"","","","",2,"PING_ATTACHMENT_MAG_ENERGY_2","","rui/pilot_loadout/mods/energy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_energy_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"HAS_ENERGY_MAGS","energy_mag_l3","attachment",0,"","","","",3,"PING_ATTACHMENT_MAG_ENERGY_3","","rui/pilot_loadout/mods/energy_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_energy_v1.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","shotgun_bolt_l1","attachment",0,"","","","",1,"PING_ATTACHMENT_SHOTGUN_BOLT_1","","rui/pilot_loadout/mods/shotgun_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v3b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","shotgun_bolt_l2","attachment",0,"","","","",2,"PING_ATTACHMENT_SHOTGUN_BOLT_2","","rui/pilot_loadout/mods/shotgun_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v3b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","shotgun_bolt_l3","attachment",0,"","","","",3,"PING_ATTACHMENT_SHOTGUN_BOLT_3","","rui/pilot_loadout/mods/shotgun_mag","mdl/weapons_r5/loot/_master/w_loot_wep_mods_mag_v3b.rmdl",0,"survival_loot_attach_extended_ammo","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","stock_tactical_l1","attachment",0,"","","","",1,"PING_ATTACHMENT_STOCK_STANDARD_1","","rui/pilot_loadout/mods/tactical_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_regular.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","stock_tactical_l2","attachment",0,"","","","",2,"PING_ATTACHMENT_STOCK_STANDARD_2","","rui/pilot_loadout/mods/tactical_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_regular.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","stock_tactical_l3","attachment",0,"","","","",3,"PING_ATTACHMENT_STOCK_STANDARD_3","","rui/pilot_loadout/mods/tactical_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_regular.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","stock_sniper_l1","attachment",0,"","","","",1,"PING_ATTACHMENT_STOCK_SNIPER_1","","rui/pilot_loadout/mods/sniper_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_sniper.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","stock_sniper_l2","attachment",0,"","","","",2,"PING_ATTACHMENT_STOCK_SNIPER_2","","rui/pilot_loadout/mods/sniper_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_sniper.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","stock_sniper_l3","attachment",0,"","","","",3,"PING_ATTACHMENT_STOCK_SNIPER_3","","rui/pilot_loadout/mods/sniper_stock","mdl/weapons_r5/loot/w_loot_wep_iso_stock_folded_sniper.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,true,false,false
"","hopup_turbocharger","attachment",0,"","","","",4,"PING_ATTACHMENT_HOPUP_TURBOCHARGER","","rui/pilot_loadout/mods/hopup_turbocharger","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",4,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,false,false,false
"","hopup_selectfire","attachment",0,"","","","",3,"PING_ATTACHMENT_HOPUP_SELECTFIRE","","rui/pilot_loadout/mods/hopup_autofire","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",3,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,false,false,false
"","hopup_energy_choke","attachment",0,"","","","",3,"PING_ATTACHMENT_HOPUP_ENERGY_CHOKE","","rui/pilot_loadout/mods/hopup_em_choke","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",3,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,false,false,false
"","hopup_unshielded_dmg","attachment",0,"","","","",3,"PING_ATTACHMENT_HOPUP_UNSHIELDED_DMG","","rui/pilot_loadout/mods/hopup_unshielded_dmg","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",3,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,false,false,false
"HAS_HIGHCAL_ROUNDS","hopup_highcal_rounds","attachment",0,"","","","",4,"PING_ATTACHMENT_HOPUP_HIGHCAL_ROUNDS","","rui/pilot_loadout/mods/hopup_anvilreceiver","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",4,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,false,false,false
"HAS_DOUBLE_TAP","hopup_double_tap","attachment",0,"","","","",3,"PING_ATTACHMENT_HOPUP_DOUBLE_TAP","","rui/pilot_loadout/mods/hopup_doubletap","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",3,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,false,false,false
"HAS_DATAKNIFE_LOOT","data_knife","data_knife",0,"","","","",5,"PING_ITEM_DATA_KNIFE","","rui/hud/gametype_icons/survival/data_knife","mdl/weapons_r5/loot/_master/w_loot_msc_keycard_v1.rmdl",0,"","survival_loot_pickup_VaultKey","survival_loot_pickup_3p_tactical_ammo","","#SURVIVAL_PICKUP_DATA_KNIFE","#SURVIVAL_PICKUP_DATA_KNIFE_HINT",1,1,"","",0,0,0,false,false,false
"string","string","string","float","string","string","string","string","int","string","asset_noprecache","asset_noprecache","asset","int","string","string","string","string","string","string","int","int","string","string","int","int","int","bool","bool","bool"
