"featureFlag","event","notes","menuText","shortText","chatText","aliasSubname","hasCalm","hasCalmFar","hasUrgent","hasUrgentFar","subEvent","flavorEvent","defaultIcon","pingAsset"
"","PING_ENEMY_SMOKE","","#PROMPT_PING_ENEMY_SMOKE","#PROMPT_PING_ENEMY_SMOKE_SHORT","#PING_ENEMY_SMOKE","ping_enemySmoke",true,true,true,true,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak"
"","PING_ENEMY_SHIELD","! [jnel] changed ping_enemyShield to ping_shieldUp (there are no friendly/enemy shield lines)","#PROMPT_PING_ENEMY_SHIELD","#PROMPT_PING_ENEMY_SHIELD_SHORT","#PING_ENEMY_SHIELD","ping_shieldUp",true,false,true,false,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak"
"","PING_ENEMY_TELEPORTER","! [jnel] changed ping_enemyTeleporter to ping_portal","#PROMPT_PING_ENEMY_TELEPORTER","#PROMPT_PING_ENEMY_TELEPORTER_SHORT","#PING_ENEMY_TELEPORTER","ping_portal",true,true,true,true,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak"
"","PING_FRIENDLY_TRAP","","#PROMPT_PING_FRIENDLY_TRAP","#PROMPT_PING_FRIENDLY_TRAP_SHORT","#PING_FRIENDLY_TRAP","ping_friendlyTrap",true,false,true,false,"","","rui/hud/minimap/compass_icon_arc_trap","settings/itemflav/ping/ping_enemy.rpak"
"","PING_FRIENDLY_SHIELD","! [jnel] changed ping_friendlyShield to ping_shieldUp (there are no friendly/enemy shield lines)","#PROMPT_PING_FRIENDLY_SHIELD","#PROMPT_PING_FRIENDLY_SHIELD_SHORT","#PING_FRIENDLY_SHIELD","ping_shieldUp",true,false,true,false,"","","rui/hud/tactical_icons/tactical_gibraltar","settings/itemflav/ping/ping_enemy.rpak"
"","PING_FRIENDLY_TELEPORTER","! [jnel] changed ping_friendlyTeleporter to ping_portal","#PROMPT_PING_FRIENDLY_TELEPORTER","#PROMPT_PING_FRIENDLY_TELEPORTER_SHORT","#PING_FRIENDLY_TELEPORTER","ping_portal",true,true,true,true,"","","rui/hud/ultimate_icons/ultimate_wraith",""
"","PING_FRIENDLY_HEALTH","","#PROMPT_PING_FRIENDLY_HEALTH","#PROMPT_PING_FRIENDLY_HEALTH_SHORT","#PING_FRIENDLY_HEALTH","ping_friendlyHealth",true,true,true,true,"","","rui/hud/ping/icon_ping_dronemedic",""
"","PING_RESPAWN_STATION","! [jnel] changed ping_respawnChamber to specifc ping_respawnBeacon","#PROMPT_PING_RESPAWN_STATION","#PROMPT_PING_RESPAWN_STATION_SHORT","#PING_RESPAWN_STATION","ping_respawnBeacon",true,true,true,true,"","","",""
"","PING_RESPAWN_DROPSHIP","","#PROMPT_PING_RESPAWN_DROPSHIP","#PROMPT_PING_RESPAWN_DROPSHIP_SHORT","#PING_RESPAWN_DROPSHIP","ping_dropship",true,false,true,false,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_watching.rpak"
"","PING_JUMP_PAD","","#PROMPT_PING_JUMP_PAD","#PROMPT_PING_JUMP_PAD_SHORT","#PING_JUMP_PAD","ping_jumpPad",true,true,true,true,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_go.rpak"
"","PING_CRYPTO_DRONE","","#PROMPT_PING_CRYPTO_DRONE","#PROMPT_PING_CRYPTO_DRONE_SHORT","#PING_CRYPTO_DRONE","ping_droneEnemy",true,true,true,true,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_go.rpak"
"","CANCELED_PING","","#PROMPT_CANCELED_PING","","#CANCELED_PING","ping_markerRedact",true,false,true,false,"","","rui/menu/dpad_comms/emoji/stop",""
"","REPLY_JOIN","","#PROMPT_REPLY_JOIN","","#REPLY_JOIN","ping_iWillJoin",true,false,true,false,"","","rui/menu/dpad_comms/emoji/toast_beer",""
"","REPLY_YES","! [jnel] changed ping_yes to specifc ping_markerYes","#PROMPT_REPLY_YES","","#REPLY_YES","ping_markerYes",true,false,true,false,"","","rui/hud/ping/icon_ping_yes",""
"","REPLY_NO","! [jnel] changed ping_no to specifc ping_markerNo","#PROMPT_REPLY_NO","","#REPLY_NO","ping_markerNo",true,false,true,false,"","","rui/menu/dpad_comms/emoji/stop",""
"","REPLY_THANKS","! Needs urgent/calm","#PROMPT_REPLY_THANKS","","#REPLY_THANKS","ping_thanks",false,false,false,false,"","","rui/hud/ping/icon_ping_yes",""
"","REPLY_WELCOME","","#PROMPT_REPLY_WELCOME","","#REPLY_WELCOME","ping_youreWelcome",true,false,false,false,"","","rui/hud/ping/icon_ping_yes",""
"","REPLY_I_CANNOT","! Needs new line.","#PROMPT_REPLY_I_CANNOT","","#REPLY_I_CANNOT","ping_no",false,false,false,false,"","","rui/menu/dpad_comms/emoji/exclamation",""
"","REPLY_LOOT_DIBS","! [jnel] hooked up claim/dibs vo","#PROMPT_PING_DIBS","","#QUICKCHAT_DIBS","ping_markerWantThat",true,false,true,false,"","","rui/menu/dpad_comms/emoji/clapping",""
"","REPLY_LOOT_UNDIBS","","#PROMPT_PING_UNDIBS","","#CANCELED_PING","ping_markerRedact",true,false,true,false,"","","rui/menu/dpad_comms/emoji/stop",""
"","REPLY_BLEEDOUT_YES","","#PROMPT_REPLY_BLEEDOUT_YES","","#REPLY_BLEEDOUT_YES","ping_reviveYes",true,false,true,false,"","","rui/hud/ping/icon_ping_yes",""
"","REPLY_BLEEDOUT_NO","","#PROMPT_REPLY_BLEEDOUT_NO","","#REPLY_BLEEDOUT_NO","ping_reviveNo",true,false,true,false,"","","rui/menu/dpad_comms/emoji/exclamation",""
"","REPLY_BLEEDOUT_COMETOME","","#PROMPT_REPLY_BLEEDOUT_COMETOME","","#REPLY_BLEEDOUT_COMETOME","ping_reviveCome",true,false,true,false,"","","rui/menu/dpad_comms/emoji/toast_beer",""
"","REPLY_RESPAWN_YES","","#PROMPT_REPLY_RESPAWN_YES","","#REPLY_RESPAWN_YES","ping_grabCard",true,false,true,false,"","","rui/hud/ping/icon_ping_yes",""
"","QUICKCHAT_CELEBRATE","","#PROMPT_QUICKCHAT_NICE","","","ping_celebrate",true,false,false,false,"","","rui/menu/dpad_comms/emoji/thumbsup",""
"","QUICKCHAT_GG","","#PROMPT_QUICKCHAT_GG","","","",false,false,false,false,"","","rui/menu/dpad_comms/emoji/thumbsup",""
"","QUICKCHAT_INTRO_QUIP","","#PROMPT_QUICKCHAT_INTRO_QUIP","","","",false,false,false,false,"","","rui/hud/ping/icon_ping_defense",""
"","QUICKCHAT_KILL_QUIP","","#PROMPT_QUICKCHAT_KILL_QUIP","","","",false,false,false,false,"","","rui/hud/ping/icon_ping_attack",""
"","QUICKCHAT_NICE","! Needs urgent/calm","#PROMPT_QUICKCHAT_NICE","","#QUICKCHAT_NICE","ping_nice",true,false,true,false,"","","rui/menu/dpad_comms/emoji/party_hat",""
"","QUICKCHAT_THANKS","! Needs urgent/calm","#PROMPT_QUICKCHAT_THANKS","","#QUICKCHAT_THANKS","ping_thanks",false,false,false,false,"","","rui/menu/dpad_comms/emoji/clapping",""
"","QUICKCHAT_WAIT","! Needs urgent/calm","#PROMPT_QUICKCHAT_WAIT","","#QUICKCHAT_WAIT","ping_markerWait",true,false,true,false,"","","rui/menu/dpad_comms/emoji/stop",""
"","QUICKCHAT_WHAT_NOW","! Needs urgent/calm","#PROMPT_QUICKCHAT_WHAT_NOW","","#QUICKCHAT_WHAT_NOW","ping_nextMove",false,false,false,false,"","","rui/menu/dpad_comms/emoji/dotdotdot",""
"","QUICKCHAT_READY","! Needs urgent/calm","#PROMPT_QUICKCHAT_READY","","#QUICKCHAT_READY","ping_ready",false,false,false,false,"","","rui/menu/dpad_comms/emoji/party_hat",""
"","QUICKCHAT_STICK_TOGETHER","! Needs urgent/calm","#PROMPT_QUICKCHAT_STICK_TOGETHER","","#QUICKCHAT_STICK_TOGETHER","auto_stickTogether",false,false,false,false,"","","rui/menu/dpad_comms/emoji/toast_beer",""
"","QUICKCHAT_COVER_ME","! Needs urgent/calm","#PROMPT_QUICKCHAT_COVER_ME","","#QUICKCHAT_COVER_ME","ping_coverme",false,false,false,false,"","","rui/menu/dpad_comms/emoji/lightning",""
"","QUICKCHAT_BLEEDOUT_HELP","","#PROMPT_QUICKCHAT_BLEEDOUT_HELP","","#QUICKCHAT_BLEEDOUT_HELP","ping_helpcall",false,false,false,false,"","","rui/menu/dpad_comms/speech_hud",""
"","QUICKCHAT_BLEEDOUT_THANKS","","#PROMPT_QUICKCHAT_BLEEDOUT_THANKS","","#QUICKCHAT_BLEEDOUT_THANKS","ping_thanks",false,false,false,false,"","","rui/menu/dpad_comms/speech_hud",""
"","QUICKCHAT_BLEEDOUT_ITS_OVER","","#PROMPT_QUICKCHAT_BLEEDOUT_ITS_OVER","","#QUICKCHAT_BLEEDOUT_ITS_OVER","ping_leaveMe",false,false,false,false,"","","rui/menu/dpad_comms/speech_hud",""
"","INVENTORY_NEED_AMMO_BULLET","! [jnel] changed to Light ammo","","","#INVENTORY_NEED_AMMO_BULLET","ping_needAmmoLight",true,false,true,false,"","","",""
"","INVENTORY_NEED_AMMO_SPECIAL","","","","#INVENTORY_NEED_AMMO_SPECIAL","ping_needAmmoEnergyEmpty",true,false,true,false,"","","",""
"","INVENTORY_NEED_AMMO_HIGHCAL","! [jnel] changed to heavy ammo","","","#INVENTORY_NEED_AMMO_HIGHCAL","ping_needAmmoHeavy",true,false,true,false,"","","",""
"","INVENTORY_NEED_AMMO_SHOTGUN","","","","#INVENTORY_NEED_AMMO_SHOTGUN","ping_needAmmoShotgunEmpty",true,false,true,false,"","","",""
"","INVENTORY_NEED_FIRST_WEAPON","","","","#INVENTORY_NEED_FIRST_WEAPON","ping_needWeapon",true,false,true,false,"","","",""
"","INVENTORY_NEED_ANOTHER_WEAPON","","","","#INVENTORY_NEED_ANOTHER_WEAPON","ping_needWeapon",true,false,true,false,"","","",""
"","INVENTORY_NEED_ARMOR","","","","#INVENTORY_NEED_ARMOR","ping_needBodyShield",true,false,true,false,"","","",""
"","INVENTORY_NEED_HELMET","","#PROMPT_QUICKCHAT_NEED_HELMET","","#INVENTORY_NEED_HELMET","ping_needHelmet",true,false,true,false,"","","",""
"","INVENTORY_NEED_BACKPACK","","#PROMPT_QUICKCHAT_NEED_BACKPACK","","#INVENTORY_NEED_BACKPACK","ping_needBackpack",true,false,true,false,"","","",""
"","INVENTORY_NEED_HEALTH","","#PROMPT_QUICKCHAT_NEED_HEALTH","","#INVENTORY_NEED_HEALTH","ping_needHealth",true,false,true,false,"","","",""
"","INVENTORY_NEED_SHIELDS","","#PROMPT_QUICKCHAT_NEED_SHIELDS","","#INVENTORY_NEED_SHIELDS","ping_needShields",true,false,true,false,"","","",""
"","INVENTORY_NEED_INCAPSHIELD","","","","#INVENTORY_NEED_INCAPSHIELD","ping_needShieldKO",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_MAG_BULLET","! [jnel] changed to Extended Light Mag","","","#INVENTORY_NEED_ATTACHMENT_MAG_BULLET","ping_needAmmoMagLight",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_MAG_SPECIAL","","","","#INVENTORY_NEED_ATTACHMENT_MAG_SPECIAL","ping_needAmmoMagEnergy",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_MAG_SHOTGUN","","","","#INVENTORY_NEED_ATTACHMENT_MAG_SHOTGUN","ping_needShotgunBolt",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_MAG_HIGHCAL","! [jnel] changed to Extended Heavy Mag","","","#INVENTORY_NEED_ATTACHMENT_MAG_HIGHCAL","ping_needAmmoMagHeavy",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_SIGHT_PISTOL","","","","#INVENTORY_NEED_ATTACHMENT_SIGHT_PISTOL","ping_needOpticPistol",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_SIGHT_SMG","","","","#INVENTORY_NEED_ATTACHMENT_SIGHT_SMG","ping_needOpticSMG",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_SIGHT_ASSAULT","","","","#INVENTORY_NEED_ATTACHMENT_SIGHT_ASSAULT","ping_needOpticAssault",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_SIGHT_LMG","","","","#INVENTORY_NEED_ATTACHMENT_SIGHT_LMG","ping_needOpticLMG",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_SIGHT_SHOTGUN","","","","#INVENTORY_NEED_ATTACHMENT_SIGHT_SHOTGUN","ping_needOpticShotgun",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_SIGHT_SNIPER","","","","#INVENTORY_NEED_ATTACHMENT_SIGHT_SNIPER","ping_needOpticSniper",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_GRIP_PISTOL","! Needs per-weapon-type lines [jnel] changed to tactical stock","","","#INVENTORY_NEED_ATTACHMENT_GRIP_PISTOL","ping_needStockTactical",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_GRIP_SMG","! Needs per-weapon-type lines [jnel] changed to tactical stock","","","#INVENTORY_NEED_ATTACHMENT_GRIP_SMG","ping_needStockTactical",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_GRIP_ASSAULT","! Needs per-weapon-type lines [jnel] changed to tactical stock","","","#INVENTORY_NEED_ATTACHMENT_GRIP_ASSAULT","ping_needStockTactical",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_GRIP_LMG","! Needs per-weapon-type lines [jnel] changed to tactical stock","","","#INVENTORY_NEED_ATTACHMENT_GRIP_LMG","ping_needStockTactical",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_GRIP_SHOTGUN","! Needs per-weapon-type lines [jnel] changed to tactical stock","","","#INVENTORY_NEED_ATTACHMENT_GRIP_SHOTGUN","ping_needStockTactical",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_GRIP_SNIPER","! Needs per-weapon-type lines [jnel] changed to sniper stock","","","#INVENTORY_NEED_ATTACHMENT_GRIP_SNIPER","ping_needStockSniper",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_BARREL_PISTOL","! Needs per-weapon-type lines","","","#INVENTORY_NEED_ATTACHMENT_BARREL_PISTOL","ping_needModBarrel",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_BARREL_SMG","! Needs per-weapon-type lines","","","#INVENTORY_NEED_ATTACHMENT_BARREL_SMG","ping_needModBarrel",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_BARREL_ASSAULT","! Needs per-weapon-type lines","","","#INVENTORY_NEED_ATTACHMENT_BARREL_ASSAULT","ping_needModBarrel",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_BARREL_LMG","! Needs per-weapon-type lines","","","#INVENTORY_NEED_ATTACHMENT_BARREL_LMG","ping_needModBarrel",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_BARREL_SHOTGUN","! Needs per-weapon-type lines","","","#INVENTORY_NEED_ATTACHMENT_BARREL_SHOTGUN","ping_needModBarrel",true,false,true,false,"","","",""
"","INVENTORY_NEED_ATTACHMENT_BARREL_SNIPER","! Needs per-weapon-type lines","","","#INVENTORY_NEED_ATTACHMENT_BARREL_SNIPER","ping_needModBarrel",true,false,true,false,"","","",""
"","INVENTORY_NEED_WEAPONATTACHMENT_HOPUP","! [jnel] changed from custom weap mod to HopUp","","","#INVENTORY_NEED_WEAPONATTACHMENT_HOPUP","ping_needHopUp",true,false,true,false,"","","",""
"","INVENTORY_NEED_HOPUP_CHOKE","","","","#INVENTORY_NEED_WEAPONATTACHMENT_HOPUP","ping_needHopUp",true,false,true,false,"SUB_TYPE_CHOKE","","",""
"","INVENTORY_NEED_HOPUP_SELECTFIRE","","","","#INVENTORY_NEED_WEAPONATTACHMENT_HOPUP","ping_needHopUp",true,false,true,false,"SUB_TYPE_SELECTFIRE","","",""
"","INVENTORY_NEED_HOPUP_TURBOCHARGER","","","","#INVENTORY_NEED_WEAPONATTACHMENT_HOPUP","ping_needHopUp",true,false,true,false,"SUB_TYPE_TURBOCHARGER","","",""
"","INVENTORY_NEED_HOPUP_SKULLPIERCER","","","","#INVENTORY_NEED_WEAPONATTACHMENT_HOPUP","ping_needHopUp",true,false,true,false,"SUB_TYPE_SKULLPIERCER","","",""
"","INVENTORY_NEED_HOPUP_DISRUPTOR","","","","#INVENTORY_NEED_WEAPONATTACHMENT_HOPUP","ping_needHopUp",true,false,true,false,"SUB_TYPE_DISRUPTOR","","",""
"","INVENTORY_NEED_HOPUP_HAMMERPOINT","","","","#INVENTORY_NEED_WEAPONATTACHMENT_HOPUP","ping_needHopUp",true,false,true,false,"SUB_TYPE_HAMMERPOINT","","",""
"","WRAITH_WARN_TRAPS","","","","#WRAITH_WARN_TRAPS","voiceReact_traps",false,false,false,false,"","","",""
"","WRAITH_WARN_BOMBS","","","","#WRAITH_WARN_BOMBS","voiceReact_bombs",false,false,false,false,"","","",""
"","WRAITH_WARN_PING","","","","#WRAITH_WARN_PING","voiceReact_ping",false,false,false,false,"","","",""
"","WRAITH_WARN_KILLZONE","","","","#WRAITH_WARN_KILLZONE","voiceReact_killzone",false,false,false,false,"","","",""
"","WRAITH_WARN_WATCHED","","","","#WRAITH_WARN_WATCHED","voiceReact_watched",false,false,false,false,"","","",""
"","WRAITH_WARN_SEES_PLAYER","","","","#WRAITH_WARN_SEES_PLAYER","voiceReact_seesPlayer",false,false,false,false,"","","",""
"","WRAITH_WARN_SNIPER","","","","#WRAITH_WARN_SNIPER","voiceReact_sniper",false,false,false,false,"","","",""
"","WRAITH_WARN_HOSTILES","","","","#WRAITH_WARN_HOSTILES","voiceReact_hostiles",false,false,false,false,"","","",""
"","WRAITH_WARN_GRENADE","","","","#WRAITH_WARN_GRENADE","voiceReact_grenade",false,false,false,false,"","","",""
"","WRAITH_WARN_SURROUNDED","","","","#WRAITH_WARN_SURROUNDED","voiceReact_surround",false,false,false,false,"","","",""
"","BLOOHOUND_WARN_TRAVELER","","","","#BLOOHOUND_WARN_TRAVELER","pingClue_traveler",false,false,true,false,"","","rui/hud/ping/icon_ping_someonesbeen","settings/itemflav/ping/ping_area_visited.rpak"
"","BLOOHOUND_WARN_TRAVELER_RECENT","","","","#BLOOHOUND_WARN_TRAVELER_RECENT","pingClue_travelerRecent",false,false,true,false,"","","rui/hud/ping/icon_ping_someonesbeen","settings/itemflav/ping/ping_area_visited.rpak"
"","BLOOHOUND_WARN_BATTLE","","","","#BLOOHOUND_WARN_BATTLE","pingClue_battle",false,false,true,false,"","","rui/hud/ping/icon_ping_battle","settings/itemflav/ping/ping_battle.rpak"
"","BLOOHOUND_WARN_BATTLE_RECENT","","","","#BLOOHOUND_WARN_BATTLE_RECENT","pingClue_battleRecent",false,false,true,false,"","","rui/hud/ping/icon_ping_battle","settings/itemflav/ping/ping_battle.rpak"
"","BLOOHOUND_WARN_LOOTING","","","","#BLOOHOUND_WARN_LOOTING","pingClue_looting",false,false,true,false,"","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak"
"","BLOOHOUND_WARN_LOOTING_RECENT","","","","#BLOOHOUND_WARN_LOOTING_RECENT","pingClue_lootingRecent",false,false,true,false,"","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak"
"","BLOOHOUND_WARN_WOUNDED","","","","#BLOOHOUND_WARN_WOUNDED","pingClue_wounded",false,false,true,false,"","","rui/hud/ping/icon_ping_wounded","settings/itemflav/ping/ping_wounded.rpak"
"","BLOOHOUND_WARN_WOUNDED_RECENT","","","","#BLOOHOUND_WARN_WOUNDED_RECENT","pingClue_woundedRecent",false,false,true,false,"","","rui/hud/ping/icon_ping_wounded","settings/itemflav/ping/ping_wounded.rpak"
"","SPAWN_WORMHOLE","","","","","",false,false,false,false,"","","rui/hud/ping/icon_ping_phase_tunnel","settings/itemflav/ping/ping_ent_phase_tunnel.rpak"
"","SPAWN_DRONEMEDIC","","","","","",false,false,false,false,"","","rui/hud/ping/icon_ping_dronemedic","settings/itemflav/ping/ping_ent_dronemedic.rpak"
"HAS_HALLOWEEN","SPAWN_EVAC_SHIP","","#SHADOW_SQUAD_EVAC_ICON","#PROMPT_PING_GO_SHORT","","",false,false,false,false,"","","rui/gamemodes/shadow_squad/evac_countdown","settings/itemflav/ping/ping_evac_ship.rpak"
"HAS_HALLOWEEN","SPAWN_EVAC_ZONE","","#SHADOW_SQUAD_EVAC_ZONE","#SHADOW_SQUAD_ATTACK","","",false,false,false,false,"","","rui/gamemodes/shadow_squad/evac_countdown","settings/itemflav/ping/ping_evac_ship.rpak"
"HAS_HALLOWEEN","SHADOWFALL_NEMESIS","","#SHADOW_SQUAD_NEMESIS","","","",false,false,false,false,"","","rui/hud/gametype_icons/ltm/enemy_nemesis","settings/itemflav/ping/ping_nemisis.rpak"
"HAS_HALLOWEEN","SHADOWFALL_LEGEND_DEATH","","#SHADOW_SQUAD_LEGEND_DEATH","","","",false,false,false,false,"","","rui/hud/gametype_icons/ltm/deathpos_skull_legend","settings/itemflav/ping/ping_legend_death.rpak"
"HAS_HALLOWEEN","SHADOWFALL_SHADOW_DEATH","","#SHADOW_SQUAD_SHADOW_DEATH","","","",false,false,false,false,"","","rui/hud/gametype_icons/ltm/deathpos_skull_default","settings/itemflav/ping/ping_shadow_death.rpak"
"","SUB_TYPE_LEVEL1","","","","","ping_typeLevel1",true,false,true,false,"","","",""
"","SUB_TYPE_LEVEL2","","","","","ping_typeLevel2",true,false,true,false,"","","",""
"","SUB_TYPE_LEVEL3","","","","","ping_typeLevel3",true,false,true,false,"","","",""
"","SUB_TYPE_LEVEL4","","","","","ping_typeLevel4",true,false,true,false,"","","",""
"","SUB_TYPE_FULLYKITTED","","","","","ping_typeFullyKitted",true,false,true,false,"","","",""
"","SUB_TYPE_RANGECLOSE","","","","","ping_typeRangeClose",true,false,true,false,"","","",""
"","SUB_TYPE_RANGEMID","","","","","ping_typeRangeMid",true,false,true,false,"","","",""
"","SUB_TYPE_RANGEFAR","","","","","ping_typeRangeFar",true,false,true,false,"","","",""
"","SUB_TYPE_RANGESNIPER","","","","","ping_typeRangeSniper",true,false,true,false,"","","",""
"","SUB_TYPE_CHOKE","","","","","ping_typeChoke",true,false,true,false,"","","",""
"","SUB_TYPE_SELECTFIRE","","","","","ping_typeSelectfire",true,false,true,false,"","","",""
"","SUB_TYPE_TURBOCHARGER","","","","","ping_typeTurboCharger",true,false,true,false,"","","",""
"","SUB_TYPE_SKULLPIERCER","","","","","ping_typeSkullPiercer",true,false,true,false,"","","",""
"","SUB_TYPE_DISRUPTOR","","","","","ping_typeDisruptor",true,false,true,false,"","","",""
"","SUB_TYPE_HAMMERPOINT","","","","","ping_typeHammerPoint",true,false,true,false,"","","",""
"","FLAVOR_WEAPON_KRABER","","","","","ping_flavorKraber",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_MASTIFF","","","","","ping_flavorMastiff",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_LSTAR","","","","","ping_flavorLstar",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_ENERGY_AR","","","","","ping_flavorHavoc",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_DEVOTION","","","","","ping_flavorDevotion",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_TRIPLETAKE","","","","","ping_flavorTripletake",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_FLATLINE","","","","","ping_flavorFlatline",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_HEMLOK","","","","","ping_flavorHemlok",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_G7","","","","","ping_flavorG7",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_ALTERNATOR","","","","","ping_flavorAlternator",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_R97","","","","","ping_flavorR99",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_PROWLER","","","","","ping_flavorProwler",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_DMR","","","","","ping_flavorDmr",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_SPITFIRE","","","","","ping_flavorSpitfire",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_R201","","","","","ping_flavorR301",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_EVA","","","","","ping_flavorEva",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_PEACEKEEPER","","","","","ping_flavorPeacekeeper",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_MOZAMBIQUE","","","","","ping_flavorMozambique",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_WINGMAN","","","","","ping_flavorWingman",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_SEMIPISTOL","","","","","ping_flavorP2020",true,false,false,false,"","","",""
"","FLAVOR_WEAPON_AUTOPISTOL","","","","","ping_flavorRE45",true,false,false,false,"","","",""
"","FLAVOR_OFFHAND_GRENADE_FIRESTAR","","","","","ping_flavorThermite",true,false,false,false,"","","",""
"","FLAVOR_OFFHAND_GRENADE_FRAG","","","","","ping_flavorFrag",true,false,false,false,"","","",""
"","FLAVOR_OFFHAND_GRENADE_ARC","","","","","ping_flavorArcStar",true,false,false,false,"","","",""
"","FLAVOR_AMMO_SPECIAL","","","","","ping_flavorAmmoEnergy",true,false,false,false,"","","",""
"","FLAVOR_AMMO_SHOTGUN","","","","","ping_flavorAmmoShotgun",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_ARMOR_1","","","","","ping_flavorBodyShield",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_ARMOR_2","","","","","ping_flavorBodyShield",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_ARMOR_3","","","","","ping_flavorBodyShield",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_ARMOR_4","","","","","ping_flavorBodyShield",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_HELMET_1","","","","","ping_flavorHelmet",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_HELMET_2","","","","","ping_flavorHelmet",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_HELMET_3","","","","","ping_flavorHelmet",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_HELMET_4","","","","","ping_flavorHelmet",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_INCAPSHIELD_1","","","","","ping_flavorShieldKO",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_INCAPSHIELD_2","","","","","ping_flavorShieldKO",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_INCAPSHIELD_3","","","","","ping_flavorShieldKO",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_INCAPSHIELD_4","","","","","ping_flavorShieldKO",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_OPTIC_CQ_HCOG_1","","","","","ping_flavorOptic",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_OPTIC_CQ_HCOG_2","","","","","ping_flavorOptic",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_OPTIC_CQ_HOLOSIGHT_1","","","","","ping_flavorOptic",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_OPTIC_CQ_HOLOSIGHT_2","","","","","ping_flavorOptic",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_OPTIC_CQ_THREAT","","","","","ping_flavorOpticThreat",true,false,false,false,"","","",""
