levelIndex,xpPerLevel,reward1,rewardQty1
477,18000,settings/itemflav/grx_currency/credits.rpak,600
478,18000,settings/itemflav/grx_currency/credits.rpak,600
479,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
480,18000,settings/itemflav/grx_currency/credits.rpak,600
481,18000,settings/itemflav/grx_currency/credits.rpak,600
482,18000,settings/itemflav/grx_currency/credits.rpak,600
483,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
484,18000,settings/itemflav/grx_currency/credits.rpak,600
485,18000,settings/itemflav/grx_currency/credits.rpak,600
486,18000,settings/itemflav/grx_currency/credits.rpak,600
487,18000,settings/itemflav/grx_currency/credits.rpak,600
488,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
489,18000,settings/itemflav/grx_currency/credits.rpak,600
490,18000,settings/itemflav/grx_currency/credits.rpak,600
491,18000,settings/itemflav/grx_currency/credits.rpak,600
492,18000,settings/itemflav/grx_currency/credits.rpak,600
493,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
494,18000,settings/itemflav/grx_currency/credits.rpak,600
495,18000,settings/itemflav/grx_currency/credits.rpak,600
496,18000,settings/itemflav/grx_currency/credits.rpak,600
497,18000,settings/itemflav/grx_currency/credits.rpak,600
498,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
499,18000,settings/itemflav/grx_currency/credits.rpak,600
int,int,asset,int
